costep_2007-11-14_2_12	Ensinnäkin haluaisin muistuttaa komissiota ja neuvostoa siitä, että globalisaatio ei ole prosessi, joka on itsessään olemassa, että Eurooppa on suuri tekijä maailmanpolitiikassa ja että Euroopan harjoittamalla politiikalla määritellään, kehittyykö globalisaatio. Juuri tätä en pystynyt ymmärtämään komission strategiassa. Onko komissio halukas harjoittamaan politiikkaa, jolla globalisaatiota kehitetään, vai politiikkaa, jolla sitä hidastetaan? Lisäksi haluaisin kiinnittää huomionne siihen seikkaan, että sisämarkkinat eivät sinänsä takaa Euroopan menestystä globalisaation kehitysprosessissa. Neuvosto on ilmoittanut, että sen mielestä kilpailukyky on erittäin tärkeää, mutta tällä hetkellä Euroopan unionissa on uusia talouksia, jotka ovat haavoittuvia ja jotka eivät ole kilpailukykyisiä edes sisämarkkinoilla. Komissio on puolestaan todennut, että sen mielestä Lissabonin strategian kehitys on sille erittäin tärkeää, kun otetaan huomioon sen suunnitelmien täytäntöönpano globalisaation näkökulmasta. Erityisesti Bulgarian osalta odotan, että Lissabonin strategia ei toimi, sillä minun maani, kuten olemme toistuvasti todenneet, ei ollut valmis, kun se liittyi Euroopan unioniin. Miten siis voimme suojella Euroopan kansalaisten etuja, jos emme käytä minkäänlaisia protektionismin muotoja? Graham Watsonin mainitsema avoin yhteiskunta on kerrassaan petollinen EU:n heikoimmille talouksille. Jos sovellamme ensin maailmanlaajuista solidaarisuutta yhteisön sisäisen solidaarisuuden sijasta, miksi tarvitsemme yhteisöä? Tässä yhteydessä globalisaation tuleva kehitys heikoissa talouksissa, joilla on suuria kauppavajeita ja jotka eivät ole kilpailukykyisiä edes sisämarkkinoilla, lisäävät näihin talouksiin kohdistuvaa painetta entisestään aina romahdukseen saakka, ja nämä taloudet, jotka ovat taistelleet voidakseen aloittaa normaalin kehityksen, hajoavat kuten korttitalot.
costep_2007-12-12_5_11	Käytän puheenvuoron työjärjestyksen sen säännöksen nojalla, joka oikeuttaa minut henkilökohtaiseen lausumaan, sillä Daniel Cohn-Bendit loukkasi joitakin istuntosalin jäseniä. Ne olivat henkilökohtaisia loukkauksia, joiden vuoksi teillä, hyvä Daniel Cohn-Bendit, ei ole oikeutta piiloutua parlamentaarisen koskemattomuuden taakse. Luopukaa ensin parlamentaarisesta koskemattomuudestanne ja solvatkaa sitten parlamentin jäseniä! Tämänaamuisen tapahtuman osalta totean, että jokaisella parlamentin jäsenellä on oikeus ilmaista mielipiteensä. Haluaisin nyt sanoa muutamansa sanan Joseph Daulille. Hyvä Joseph Daul, jos haluatte, että parlamentin jäseniä voidaan poistaa väkipakolla istuntosalista, ettekö toimi kuten Hitler, joka toimi täsmälleen samalla tavoin Saksan valtiopäivillä? Suora demokratia on parasta demokratiaa. Korotimme ääntä ja käytimme siten oikeuttamme ilmaista vapaasti mielipiteemme sekä oikeuttamme harjoittaa vapaata demokratiaa sen sijaan, että petämme Euroopan kansoja, kuten te teitte. Uuden proletariaatin diktatuuri nostaa nyt päätään uudessa unionissa. Tällä kertaa se ei ole neuvostoliittolainen vaan eurooppalainen.
costep_2008-05-08_4_15	Arvoisa puhemies, hyvät kollegat, tuttavani voivat varmasti sanoa, että urheilu ja kaikki liikuntaan liittyvä on minulle elämäntapa. Kannatan urheilun valkoisen kirjan julkaisemista siinä toivossa, että se tarjoaa perustan tulevalle johdonmukaiselle toiminnalle. Vakaa käsitykseni on, että käsitellessämme tämän alan eurooppalaista politiikkaa meidän on ajateltava ennen kaikkea lapsiamme, heidän terveyttään, tulevaisuuttaan ja sosiaalista integraatiotaan. Urheilun edistäminen koulutusvaatimusten yhteydessä on merkittävä tekijä lastemme psyykkisen ja fyysisen kehityksen kannalta ja tärkeä väline heidän terveytensä suojelemiseksi. Valkoisen kirjan hyväksyminen ja EU:n laajuisten yhtenäisten rakenteiden perustaminen kutakin erityyppistä urheilumuotoa koskevan yhteisen toimintalinjan kehittämiseksi, tukemiseksi ja täytäntöön panemiseksi alkaen pikkulapsille tarkoitetusta urheilusta aina ammattiurheiluun asti, tietenkään vammaisia unohtamatta, tarjoaa kaikille kansalaisille mahdollisuuden osallistua ja olla omakohtaisesti mukana yhteisössä ja antaa panoksensa kulttuurien välisen vuoropuhelun edistämiseen.
costep_2008-09-01_16_26	Arvoisa puhemies, hyvät kollegat, heinäkuun alussa Bulgarian ensimmäinen demokraattisesti valittu pääministeri Filip Dimitrov vetäytyi politiikasta. Filip Dimitrov oli yksi Bulgarian demokraattisen opposition perustajista, ja hän nousi valtion johtoon vietyään vallan hajonneelta kommunistihallitukselta 1990-luvun alussa. Filip Dimitrov toimi Euroopan parlamentin jäsenenä ja lopulta Bulgarian kansalliskokouksen varapuhemiehenä. Kaikkien niiden 18 vuoden aikana, jolloin Filip Dimitrov oli mukana politiikassa, hän oli kaikille meille, jotka tunsimme hänet, esimerkki rehellisyydestä ja avoimuudesta. Hän oli mies, joka syvällä sielussaan uskoi maansa eurooppalaiseen ja euroatlanttiseen valintaan, sananvapauteen, demokratiaan ja ihmisoikeuksiin. Olen vakuuttunut siitä, että vaikka Filip Dimitrov onkin nyt vetäytynyt politiikasta, hän voi jatkossakin auttaa kaikkia meitä neuvoillaan ja kokemuksellaan, jotta onnistuisimme palauttamaan valtiollemme sen kuvan, minkä se ansaitsee Filip Dimitrovin tyyppisten ihmisten ponnistelujen ansiosta.
costep_2009-03-11_3_53	Arvoisa puhemies, hyvät parlamentin jäsenet, olen iloinen siitä, että EU:n toimielimet ovat hahmotelleet toimenpiteitä jäsenvaltioiden ja komission yhteisiä toimia varten talouskriisin selvittämiseksi. Kuten tiedämme jo varsin hyvin, EU:n koheesiopolitiikka tukee merkittävästi Euroopan talouden elvytyssuunnitelmaa ja on yhteisön suurin reaalitalouteen tehtävien investointien lähde. Euroopan parlamentti antaa tunnustusta näille toimille kannattamalla tarkistuksia Euroopan aluekehitysrahastosta, Euroopan sosiaalirahastosta ja koheesiorahastosta annettuihin asetuksiin EU:n varojen taloushallinnon yksinkertaistamiseksi ja nopeuttamiseksi. Toivon että tuensaajat - ne, joille varat todellisuudessa suunnataan - hyötyvät tästä yksinkertaistamisesta. Tämä on erityisen tärkeää Euroopan unionin köyhemmille jäsenvaltioille. Jäsenvaltioiden yhtenä tärkeänä tehtävänä on edelleen taata tarvittava rahoitus, jotta EU:n varat käytetään tarkoitetulla tavalla. Jäsenvaltioiden pitäisi soveltaa yksinkertaistettuja menettelyjä hankkeiden rahoittamiseksi rikkomatta vapaata kilpailua koskevia sääntöjä ja hyvää hallintoa koskevia vaatimuksia. Kiitos.
costep_1997-02-18_7_58	Arvoisa puhemies, kun meidän parlamenttimme sai Maastrichtin sopimuksessa oikeuden kollektiiviseen epäluottamuslauseeseen parlamentaariseksi aseeksi, pitäisi jokaisen tämän ylimmän eurooppalaisen kansanedustuslaitoksen jäsenen toimia sen suhteen vastuullisesti. Äänestyksessä Medinan mietinnöstä 16 tutkintavaliokunnan jäsentä äänesti sosialistisen ryhmän erittäin pehmeää esitystä vastaan eli mietintö, jota tänään käsittelemme, hyväksyttiin ilman kaavailtua suositusta ehdolliseen epäluottamuslauseäänestykseen. Lehdistö tiesi siitä. Nyt me korjaamme sen asianmukaisilla päätöslauselmilla, joista me äänestämme huomenna. Tämä - aivan oikein, myös minun - hylkäävä kanta ei ollut pinnaamista eikä myöskään puuttuvan rohkeuden ilmaisu, vaan päinvastoin! Kyseisestä esityksestä tuli vielä kärjistetympi epäluottamuslauseäänestys, koska sitä ei oltu määritelty ajallisesti, sillä siitä oli määrä poistaa päiväys joulukuu 1997. Ja se, joka uhkaa tutkintatoiminnan alussa epäluottamuslauseäänestyksellä, hyvät naiset ja herrat, sama minkä tyyppisellä, ja saa lopussa aikaan vain erityisen pehmeitä muotoiluja, ei vahingoita vain itseään, vaan koko meidän parlamenttiamme, sillä kaikki aavistavat syyn tällaiseen horjuvuuteen! Komissaarien enemmistö, joiden täytyisi lähteä, olisivat sosiaalidemokraattisen ryhmän riveistä. Muuten, herra puhemies, ensisijaisesti ei ole kyse nykyisen komission syyllisyyden tai syyttömyyden osoittamisesta. Meillä valituilla kansanedustajilla täytyy olla kyse, on oikeastaan velvollisuutemme palauttaa Euroopan kuluttajille varmuus, jota he vaativat ja jonka he ansaitsevat. Toisin sanoen, meidän europarlamentaarikkojen pitäisi muodostaa yhdessä komission kanssa - eikä sitä vastaan - vastapaino neuvostolle, ja näin erityisesti paraikaa meneillään olevan hallitusten välisen konferenssin neuvottelut huomioon ottaen. Tämä ei sulje pois sitä, että sanotaan mielipide suoraan ja avoimesti. Nimenomaan tästä on kyse tänään täällä parlamentissa. Mitä on tehtävä? Medinan mietinnön ja parlamentin päätöslauselman perusteella komission pitäisi nyt mitä pikimmin korjata laiminlyöntinsä ja poistaa tutkintavaliokunnan osoittamat epäkohdat. Puheenjohtaja Santerin lausunnot antavat ymmärtää, että komissio on tähän valmis. Mikäli tätä ei vastoin odotuksia toteuteta sopivan ajan kuluessa eli tämän vuoden loppuun mennessä, ei meidän pitäisi vain nostaa varoittavaa sormeamme kuten tehtiin tutkintavaliokunnan äänestyksessä, vaan meidän velvollisuutemme olisi nimenomaan järjestää EY:n perustamissopimuksen 144 artiklan mukainen epäluottamuslauseäänestys!
costep_1997-04-08_2_27	Arvoisa puhemies, kollegat, tarkastelkaamme asiaa laajan poliittisesti eikä oikeudellisesti. Oikeastaan on kyse kaikkien ihmisten tasa-arvoisesta vapaudesta eliöinä. Me hengitämme samaa ilmaa, juomme samaa vettä, kuten sanoi sofisti Antifon, joka ensimmäisenä muotoili tasa-arvoisen vapauden ajatuksen. Valistuksen ajan ajattelijat uudistivat ajatusta eikä koskaan ole ollut kyse vain abstrakteista oikeussubjekteista, pelkistä yksityisomistajista, vaan konkreettisista, ruumiillisista, historiallisista ja yhteiskunnallisista eliöistä. Tämä tarkoittaa sitä, että jako, joka täällä tehdään, on keinotekoinen. Se on keksitty jälkikäteen. Meidän on kehitettävä ihmis- ja kansalaisoikeuspolitiikka, kuten Etienne Balibar on uusimmissa julkaisuissaan tehnyt. Sallikaa meidän vihdoin yhdessä tajuta, että ihmis- ja kansalaisoikeuspolitiikka on keskeinen eurooppalainen perintö, joka on luonteenomaista Euroopalle, joka haluaa tehdä erityisen, myönteisen ja rakentavan osuutensa ihmissivilisaation kehitykselle!
costep_1997-04-08_9_8	Arvoisa puhemies, hyvät naiset ja herrat, minusta neuvoston ja komission yhteinen kanta yhtenäisen yhteisön mallin luomisesta yksittäisten valtioiden ajokorteille on tervetullut. Näin helpotetaan ensinnäkin yhteisön henkilöliikennettä ja toiseksi myös lisätään turvallisuutta tieliikenteessä, eikä muuten vain oikeus- ja siten kuluttajan turvallisuutta, vaan myös liikenneturvallisuutta, ja kolmanneksi helpotetaan mahdollista muuttamista toiseen jäsenvaltioon kuin siihen, jossa ajokortti on hankittu. Näiden tavoitteiden saavuttamiseksi tarvitaan kaikista kielistä riippumatonta luetteloa kaikista seikoista eli kaikista lisätiedoista ja rajoituksista, jotka on merkittävä ajokorttiin. Tällainen luettelo yhtenäisistä säännöistä sekä merkinnöistä edellytyksille ajaa autoa ja merkinnöistä hallintomenettelyistä ajokorttien yhdenmukaistamiseksi helpottaa ajokorttimerkintöjen ymmärtämistä ja yksinkertaistaa myös edelleen voimassa olevien valtiollisten ajokorttien tarkastusta. Tämä on hyvä. Kuitenkaan en ymmärrä osaa tämän parlamentin edustajista: kuinka te voitte hyväksyä tämän edelleen voimaan jäävän valtiollisten ajokorttien myöntämisen, vaikkakin yhtenäisen yhteisön mallin perusteella, ja samalla vaatia yhteisön oikeutta ajokorttien keskeyttämiseen ja peruuttamiseen? Tämä tarkoittaa kai sitä, että asia nähdään kahdella eri tavalla. Eivätkö sisäisen turvallisuuden oikeusasiat ole edelleenkin Euroopan unionin kolmannen pilarin asioita, jotka kuuluvat valtioiden väliseen yhteistyöhön? Voin vain kehottaa hylkäämään tarkistukset, jotka ovat voimassa olevan Euroopan oikeuden vastaisia ja jotka liikenne- ja matkailuvaliokunta valitettavasti hyväksyi enemmistöpäätöksellä. Kiitän neuvostoa yhteisestä kannasta, jossa se on ottanut huomioon parlamentin ensimmäisessä käsittelyssä hyväksymät ja komission kannattamat tarkistukset.
costep_1997-04-09_10_14	Arvoisa puhemies ja hyvät edustajat, esillä olevissa ehdotuksissa, jotka koskevat moottoriajoneuvojen pakokaasupäästöjen vähentäviä toimenpiteitä, on valittu uusi lähestymistapa. Ensimmäistä kertaa moottoriajoneuvojen päästöraja-arvoista sopimisen lisäksi ehdotetaan myös polttoaineiden laadun eritelmiä. Minusta se on oikea tapa lähestyä asiaa, koska puhtaat polttoaineet mahdollistavat edistyksellisen moottoriteknologian käyttöönoton. Yhdessä ne taas parantavat ilman laatua välittömästi ja merkittävästi. Tämä ajatus meillä tulisi olla mielessämme huomisessa äänestyksessä. Konkreettisesti sen on kuitenkin tarkoitettava sellaisia eritelmiä, joista ympäristö-, terveys- ja kuluttajansuojavaliokunnassa on sovittu. Tämä koskee erityisesti rikkiä, bentseeniä ja aromaatteja, jotta nykyisen teknisen edistyksen soveltaminen moottoriajoneuvoihin kannattaa. Se edellyttää kuitenkin sitä, että öljynjalostus- ja autoteollisuuden mahdollisuudet pitkän aikavälin suunnitteluun turvataan. Siksi pyrimme jo tässä vaiheessa sopimaan sitovista raja-arvoista vuodelle 2005. Komission ehdotus on kuitenkin tästä varsin kaukana. Sen sisältämät määräykset pohjautuvat oikeastaan nykyiseen tilanteeseen. Jo siinä on mielestäni tarpeeksi syytä suhtautua komission ehdotukseen erittäin kriittisesti. On kai todettava myös se, että vaikka Auto-ohjelma ja Oil-ohjelma nivottiin yhteen, en näe niiden välistä yhteyttä kuitenkaan komission ehdotuksessa. Yleisesti ottaen komissio ei ole siis hyödyntänyt sitä mahdollisuutta, jonka tiukkojen moottoriajoneuvojen päästöraja-arvojen ja polttoaineiden eritelmien yhdistäminen tarjoaa ympäristölle ja ihmisten terveydelle. Sen avulla ei ole myöskään edistetty saati parannettu eurooppalaisen teollisuuden kilpailumahdollisuuksia, minkä seurauksena teollisuuden tilanne on huonontumassa. Lisätoimia vastustetaan - mikä on tullut tänään jo useaan kertaan esille - väittämällä, että ne nostavat kustannuksia. Olemme kuulleet jo useampaan otteeseen, miten öljynjalostusteollisuuden investoinnit, joita se tarvitsee saavuttaakseen parlamentin ehdottamat eritelmät, nostavat polttoainekustannuksia 0, 01 ecua litralta. Mistä tästä sitten syntyy vahinkoa? Hinnan korotuksenhan maksavat toki suurimmaksi osaksi veronmaksajat. Kyseisten teollisuudenalojen kilpailutilanteesta, joka on pidettävä mielessä aina päätöksiä tehdessämme, totean seuraavaa. Ensinnäkin öljynjalostusteollisuuden osalta on sanottava, että kilpailu alalla on kuitenkin pääasiassa alueellista eikä yksittäisten laitosten välistä. Tämän kyseisen teollisuuden kohdalla korvaisin jopa sanan kilpailu sanalla sopimus, sillä yritysjohdot sopivat keskenään tuotteidensa hinnoista. Sitä ei enää voida nimittää kilpailuksi. Autoteollisuuden kansainväliset kilpailumahdollisuudet ovat tulevaisuuden teknologian kehittämisessä. Tällä suunnitelmalla on kuitenkin menestymismahdollisuuksia esim. vain typen oksideja poistavan katalysaattorin tai puhtaampien polttoaineiden käyttöönottamisessa. Nyt esillä oleva kilpailumahdollisuuksia luova tai parantava ympäristöpolitiikka on hyvää politiikkaa. Erot jäsenvaltioiden jalostamojen teknologiassa sekä ajoneuvokantojen teknologiassa ja iässä ovat Euroopan unionissa hyvin suuret. Silloin on tietysti helppo sanoa, että tämän eron vähittäistä tasoittamista varten tarvitaan poikkeussäännöksiä. Jos lähdemme tälle tielle, uhraamme osan polttoaineteollisuudesta ja öljynjalostusteollisuudesta, jolla on 30 % ylituotanto Euroopan unionissa. Siitä taas seuraa vaatimuksia tukitoimista tämän vajauksen poistamiseksi. Kyse on siis autoteollisuuden ja polttoaineteollisuuden kilpailukyvyn varmistamisesta, mikä onnistuu vain parlamentin ehdottaman ohjelman avulla.
costep_1997-06-25_2_2	Arvoisa puhemies, perjantain pöytäkirjaan on aivan oikein merkitty vastalauseeni sen johdosta, ettei rahoitusavun myöntämisestä Bulgarialle ja Makedonialle keskusteltu täysistunnossa. Istunnon puhemies ilmoitti minulle myös aivan oikein, omien tietojensa mukaisesti, että taloudellisten ulkosuhteiden valiokunta oli niin päättänyt. Haluaisin tehdä täysin selväksi, että taloudellisten ulkosuhteiden valiokunta oli yksimielisesti päättänyt juuri päinvastoin. Kysehän oli aiheesta, jonka me hyväksyimme tiistaiaamuna käsiteltäväksi kiireellisenä. Valiokunta piti tiistai-iltana Strasbourgissa kokouksen, jossa se päätti yksimielisesti antaa puheenjohtajansa tai jonkun jäsenistään laatia aiheesta vielä suullisen selvityksen. Perjantaiaamuna totesimme sitten yhtäkkiä, että aiheesta ei keskustellakaan. Minä kyllä kannatan lyhennettyjä menettelyjä, mutta on parlamentarismin ja työjärjestyksemme vastaista, että poliittisesti tärkeästä aiheesta, jossa on kyse suurista rahasummista, ei keskustella valiokunnassa eikä täysistunnossa.
